"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"22/04/2024";"0000";"20,7";"21,6";"20,7";"81,0";"85,0";"81,0";"17,4";"18,9";"17,4";"1013,7";"1013,7";"1013,4";"1,3";"119,0";"3,8";"";"0,0"
"22/04/2024";"0100";"21,4";"21,4";"20,4";"79,0";"83,0";"78,0";"17,6";"17,6";"17,2";"1013,7";"1013,8";"1013,7";"1,9";"112,0";"4,4";"";"0,0"
"22/04/2024";"0200";"21,1";"21,4";"20,9";"81,0";"83,0";"79,0";"17,8";"18,0";"17,5";"1014,0";"1014,0";"1013,6";"1,5";"106,0";"4,2";"";"0,0"
"22/04/2024";"0300";"19,6";"21,2";"19,6";"88,0";"88,0";"80,0";"17,6";"17,8";"17,2";"1014,3";"1014,6";"1014,0";"0,5";"63,0";"3,1";"";"0,0"
"22/04/2024";"0400";"18,8";"19,7";"18,8";"92,0";"92,0";"88,0";"17,5";"18,0";"17,4";"1013,7";"1014,3";"1013,7";"0,7";"151,0";"1,7";"";"0,0"
"22/04/2024";"0500";"19,0";"19,2";"18,6";"92,0";"94,0";"92,0";"17,6";"18,0";"17,3";"1014,2";"1014,6";"1013,6";"0,5";"173,0";"1,9";"";"0,0"
"22/04/2024";"0600";"19,0";"19,1";"18,8";"93,0";"94,0";"92,0";"17,9";"18,0";"17,6";"1013,7";"1014,3";"1013,7";"0,7";"156,0";"1,6";"";"0,0"
"22/04/2024";"0700";"19,8";"19,8";"19,0";"92,0";"94,0";"92,0";"18,5";"18,5";"17,9";"1014,0";"1014,2";"1013,7";"0,7";"129,0";"2,0";"";"0,0"
"22/04/2024";"0800";"20,6";"20,7";"19,5";"89,0";"92,0";"89,0";"18,7";"18,9";"18,2";"1014,1";"1014,1";"1013,5";"1,3";"134,0";"4,1";"";"0,0"
"22/04/2024";"0900";"20,6";"20,8";"20,4";"86,0";"89,0";"86,0";"18,2";"18,9";"18,2";"1014,7";"1015,0";"1013,5";"1,3";"72,0";"7,4";"";"0,0"
"22/04/2024";"1000";"20,7";"20,7";"20,3";"91,0";"91,0";"86,0";"19,2";"19,2";"18,1";"1013,6";"1014,7";"1012,6";"2,5";"76,0";"5,3";"";"0,0"
"22/04/2024";"1100";"20,8";"20,9";"20,5";"91,0";"92,0";"91,0";"19,3";"19,3";"19,0";"1013,2";"1013,8";"1012,9";"3,0";"70,0";"6,8";"54,90";"0,2"
"22/04/2024";"1200";"21,2";"21,2";"20,8";"90,0";"91,0";"90,0";"19,4";"19,5";"19,3";"1014,1";"1014,1";"1012,4";"1,8";"65,0";"7,4";"176,70";"0,0"
"22/04/2024";"1300";"21,7";"21,8";"21,2";"87,0";"90,0";"87,0";"19,4";"19,7";"19,4";"1013,7";"1014,1";"1013,3";"3,1";"58,0";"6,3";"485,70";"0,0"
"22/04/2024";"1400";"22,5";"22,5";"21,7";"83,0";"87,0";"83,0";"19,5";"19,8";"19,2";"1014,4";"1014,7";"1013,7";"2,2";"45,0";"6,3";"639,00";"0,0"
"22/04/2024";"1500";"22,4";"22,9";"22,3";"80,0";"83,0";"79,0";"18,9";"19,6";"18,8";"1013,1";"1014,4";"1013,1";"2,9";"68,0";"5,6";"1027,00";"0,0"
"22/04/2024";"1600";"23,6";"24,0";"22,4";"77,0";"81,0";"73,0";"19,2";"19,4";"18,2";"1011,6";"1013,1";"1011,6";"3,2";"92,0";"6,7";"1561,40";"0,0"
"22/04/2024";"1700";"23,0";"24,6";"22,9";"81,0";"81,0";"74,0";"19,5";"20,2";"19,0";"1011,5";"1011,6";"1011,0";"3,5";"86,0";"7,3";"1944,60";"0,0"
"22/04/2024";"1800";"23,9";"24,5";"22,7";"74,0";"81,0";"74,0";"18,9";"20,0";"18,9";"1011,3";"1011,6";"1011,3";"3,3";"80,0";"6,9";"1353,20";"0,0"
"22/04/2024";"1900";"23,0";"23,8";"22,7";"80,0";"81,0";"74,0";"19,3";"19,5";"18,7";"1010,6";"1011,3";"1010,6";"3,5";"78,0";"6,9";"1104,60";"0,0"
"22/04/2024";"2000";"22,2";"23,2";"22,1";"82,0";"82,0";"79,0";"19,0";"19,6";"18,9";"1010,6";"1010,7";"1010,5";"3,1";"79,0";"6,6";"490,80";"0,0"
"22/04/2024";"2100";"21,4";"22,3";"21,4";"85,0";"85,0";"82,0";"18,9";"19,1";"18,7";"1010,8";"1010,9";"1010,4";"2,4";"71,0";"5,9";"157,90";"0,0"
"22/04/2024";"2200";"21,2";"21,5";"21,1";"89,0";"89,0";"85,0";"19,4";"19,4";"18,8";"1011,2";"1011,2";"1010,7";"2,6";"74,0";"5,2";"";"0,0"
"22/04/2024";"2300";"20,8";"21,2";"20,7";"92,0";"92,0";"89,0";"19,4";"19,5";"19,3";"1011,6";"1011,6";"1011,2";"2,2";"72,0";"4,6";"";"0,0"
"23/04/2024";"0000";"20,7";"20,8";"20,7";"93,0";"93,0";"91,0";"19,5";"19,5";"19,3";"1011,2";"1011,6";"1011,2";"1,8";"70,0";"4,3";"";"0,0"
"23/04/2024";"0100";"20,7";"20,8";"20,6";"92,0";"93,0";"92,0";"19,3";"19,7";"19,3";"1011,2";"1011,4";"1011,1";"2,3";"58,0";"4,0";"";"0,0"
"23/04/2024";"0200";"20,4";"20,8";"20,4";"91,0";"92,0";"90,0";"18,8";"19,4";"18,8";"1011,4";"1011,4";"1011,2";"1,7";"57,0";"4,0";"";"0,0"
"23/04/2024";"0300";"20,2";"20,4";"20,1";"94,0";"94,0";"91,0";"19,1";"19,1";"18,7";"1011,4";"1011,5";"1011,3";"1,9";"58,0";"3,8";"";"0,0"
"23/04/2024";"0400";"19,7";"20,3";"19,7";"95,0";"95,0";"93,0";"18,8";"19,2";"18,8";"1011,2";"1011,5";"1011,1";"1,1";"83,0";"3,7";"";"0,0"
"23/04/2024";"0500";"19,7";"19,8";"19,6";"96,0";"96,0";"95,0";"19,0";"19,2";"18,8";"1010,6";"1011,2";"1010,5";"1,7";"59,0";"3,3";"";"0,0"
"23/04/2024";"0600";"19,6";"19,8";"19,5";"97,0";"97,0";"96,0";"19,0";"19,2";"18,9";"1010,3";"1010,9";"1010,2";"0,9";"44,0";"3,1";"";"0,0"
"23/04/2024";"0700";"19,6";"19,7";"19,5";"97,0";"97,0";"96,0";"19,1";"19,2";"18,9";"1009,9";"1010,3";"1009,6";"0,7";"74,0";"2,4";"";"0,0"
"23/04/2024";"0800";"19,8";"19,8";"19,6";"97,0";"97,0";"97,0";"19,3";"19,4";"19,1";"1010,0";"1010,0";"1009,6";"1,1";"75,0";"2,0";"";"0,0"
"23/04/2024";"0900";"20,0";"20,0";"19,6";"97,0";"97,0";"97,0";"19,5";"19,5";"19,1";"1010,1";"1010,2";"1009,9";"1,2";"22,0";"2,2";"";"0,0"
"23/04/2024";"1000";"20,1";"20,2";"20,0";"97,0";"97,0";"97,0";"19,6";"19,7";"19,5";"1010,4";"1010,4";"1010,0";"1,9";"352,0";"3,4";"1,60";"0,0"
"23/04/2024";"1100";"19,6";"20,1";"19,6";"97,0";"97,0";"97,0";"19,1";"19,6";"19,1";"1012,9";"1012,9";"1010,4";"2,6";"234,0";"5,8";"48,00";"0,0"
"23/04/2024";"1200";"20,2";"20,2";"19,4";"97,0";"97,0";"97,0";"19,7";"19,7";"18,9";"1011,3";"1012,9";"1011,3";"0,7";"95,0";"5,8";"278,00";"0,6"
"23/04/2024";"1300";"22,4";"22,5";"20,1";"84,0";"97,0";"84,0";"19,6";"20,7";"19,3";"1010,7";"1011,4";"1010,0";"2,0";"360,0";"7,6";"1565,40";"0,0"
"23/04/2024";"1400";"23,7";"24,3";"22,4";"76,0";"85,0";"75,0";"19,2";"20,2";"18,9";"1010,5";"1010,7";"1010,4";"2,3";"309,0";"7,1";"2092,90";"0,0"
"23/04/2024";"1500";"25,1";"25,2";"23,2";"72,0";"79,0";"72,0";"19,8";"20,1";"19,0";"1010,3";"1010,7";"1010,3";"2,2";"323,0";"4,4";"2384,20";"0,0"
"23/04/2024";"1600";"26,4";"26,4";"24,8";"69,0";"74,0";"66,0";"20,2";"20,7";"19,3";"1009,6";"1010,3";"1009,5";"3,4";"316,0";"5,7";"2489,70";"0,0"
"23/04/2024";"1700";"27,4";"27,4";"26,0";"66,0";"69,0";"64,0";"20,5";"20,7";"19,3";"1008,8";"1009,7";"1008,8";"2,9";"280,0";"6,3";"2288,80";"0,0"
"23/04/2024";"1800";"27,3";"28,7";"26,8";"66,0";"67,0";"60,0";"20,3";"21,0";"19,4";"1008,9";"1009,0";"1008,7";"2,5";"262,0";"6,7";"1552,20";"0,0"
"23/04/2024";"1900";"27,6";"28,2";"26,5";"64,0";"67,0";"62,0";"20,2";"20,7";"19,7";"1009,1";"1009,1";"1008,7";"2,9";"245,0";"7,0";"1353,30";"0,0"
"23/04/2024";"2000";"26,1";"27,6";"26,1";"73,0";"73,0";"64,0";"20,8";"21,1";"20,0";"1009,9";"1009,9";"1009,1";"2,7";"218,0";"7,6";"674,70";"0,0"
"23/04/2024";"2100";"24,0";"26,1";"24,0";"81,0";"81,0";"73,0";"20,6";"21,1";"20,5";"1010,0";"1010,1";"1009,8";"2,7";"204,0";"7,3";"188,70";"0,0"
"23/04/2024";"2200";"23,3";"24,0";"23,3";"84,0";"85,0";"81,0";"20,5";"20,7";"20,5";"1010,6";"1010,6";"1010,0";"1,8";"205,0";"4,2";"";"0,0"
"23/04/2024";"2300";"22,3";"23,3";"22,3";"87,0";"87,0";"84,0";"20,1";"20,7";"20,1";"1011,7";"1011,8";"1010,6";"1,5";"175,0";"5,0";"";"0,0"
"24/04/2024";"0000";"20,8";"22,3";"20,8";"91,0";"91,0";"86,0";"19,2";"20,0";"19,2";"1012,0";"1012,0";"1011,7";"1,1";"177,0";"4,5";"";"0,0"
"24/04/2024";"0100";"21,4";"21,4";"20,8";"89,0";"91,0";"89,0";"19,5";"19,6";"19,2";"1012,5";"1012,5";"1012,0";"1,8";"179,0";"5,5";"";"0,0"
"24/04/2024";"0200";"21,1";"21,5";"21,1";"88,0";"89,0";"88,0";"19,0";"19,6";"19,0";"1012,8";"1012,8";"1012,4";"2,6";"187,0";"6,3";"";"0,0"
"24/04/2024";"0300";"20,9";"21,2";"20,9";"83,0";"88,0";"82,0";"17,8";"19,0";"17,8";"1013,8";"1013,8";"1012,8";"3,2";"210,0";"8,1";"";"0,0"
"24/04/2024";"0400";"20,1";"20,9";"20,1";"83,0";"86,0";"83,0";"17,2";"18,0";"17,2";"1014,1";"1014,2";"1013,7";"3,0";"221,0";"6,0";"";"0,0"
"24/04/2024";"0500";"19,3";"20,1";"19,3";"85,0";"85,0";"82,0";"16,6";"17,1";"16,6";"1014,2";"1014,2";"1014,0";"4,0";"210,0";"8,0";"";"0,0"
"24/04/2024";"0600";"17,6";"19,3";"17,6";"82,0";"86,0";"82,0";"14,6";"16,6";"14,6";"1014,3";"1014,3";"1014,1";"3,3";"209,0";"8,0";"";"0,0"
"24/04/2024";"0700";"15,9";"17,6";"15,9";"81,0";"84,0";"80,0";"12,6";"14,5";"12,6";"1014,6";"1014,7";"1014,3";"3,5";"210,0";"7,8";"";"0,0"
"24/04/2024";"0800";"14,4";"15,9";"14,3";"88,0";"88,0";"81,0";"12,4";"12,6";"12,2";"1014,6";"1014,8";"1014,5";"1,4";"227,0";"5,7";"";"0,0"
"24/04/2024";"0900";"13,7";"14,5";"13,7";"92,0";"92,0";"88,0";"12,4";"12,7";"12,2";"1014,7";"1014,7";"1014,6";"1,1";"241,0";"3,0";"";"0,0"
"24/04/2024";"1000";"13,6";"13,7";"13,2";"93,0";"93,0";"92,0";"12,5";"12,6";"12,0";"1015,3";"1015,3";"1014,7";"1,2";"251,0";"2,6";"";"0,0"
"24/04/2024";"1100";"15,4";"15,4";"13,4";"91,0";"94,0";"91,0";"13,9";"13,9";"12,3";"1015,7";"1015,7";"1015,3";"1,8";"239,0";"3,6";"321,10";"0,0"
"24/04/2024";"1200";"17,3";"17,4";"15,4";"77,0";"91,0";"77,0";"13,2";"14,1";"13,2";"1016,6";"1016,6";"1015,7";"3,1";"218,0";"5,8";"1005,70";"0,0"
"24/04/2024";"1300";"19,1";"19,1";"17,3";"60,0";"77,0";"60,0";"11,2";"13,4";"11,0";"1017,1";"1017,2";"1016,6";"4,1";"228,0";"8,7";"1700,20";"0,0"
"24/04/2024";"1400";"19,2";"19,5";"18,9";"51,0";"61,0";"47,0";"8,8";"11,4";"7,6";"1017,3";"1017,4";"1017,1";"4,5";"231,0";"9,7";"2137,50";"0,0"
"24/04/2024";"1500";"19,5";"19,8";"19,2";"47,0";"52,0";"43,0";"8,0";"9,6";"6,2";"1017,2";"1017,3";"1017,1";"4,8";"223,0";"11,2";"2044,20";"0,0"
"24/04/2024";"1600";"19,4";"20,0";"19,1";"52,0";"54,0";"46,0";"9,2";"9,8";"7,9";"1017,0";"1017,2";"1016,9";"4,3";"221,0";"9,8";"2361,10";"0,0"
"24/04/2024";"1700";"18,9";"20,0";"18,7";"52,0";"54,0";"49,0";"8,8";"9,9";"8,3";"1016,5";"1017,1";"1016,3";"5,1";"213,0";"9,7";"1925,00";"0,0"
"24/04/2024";"1800";"20,1";"20,2";"18,8";"52,0";"56,0";"49,0";"10,0";"10,5";"8,0";"1016,2";"1016,5";"1016,2";"3,3";"220,0";"8,9";"1981,50";"0,0"
"24/04/2024";"1900";"19,2";"20,3";"19,1";"56,0";"58,0";"52,0";"10,3";"11,4";"9,4";"1016,6";"1016,6";"1016,2";"3,3";"193,0";"6,5";"1559,20";"0,0"
"24/04/2024";"2000";"17,9";"19,2";"17,9";"63,0";"63,0";"56,0";"10,8";"10,9";"9,9";"1017,1";"1017,2";"1016,6";"2,2";"177,0";"6,5";"652,80";"0,0"
"24/04/2024";"2100";"16,9";"18,0";"16,9";"69,0";"69,0";"63,0";"11,1";"11,4";"10,8";"1017,1";"1017,3";"1016,9";"1,7";"181,0";"4,7";"120,90";"0,0"
"24/04/2024";"2200";"15,8";"16,9";"15,4";"78,0";"79,0";"69,0";"11,9";"12,0";"11,1";"1017,7";"1017,7";"1017,1";"1,6";"215,0";"4,1";"";"0,0"
"24/04/2024";"2300";"15,5";"15,9";"15,5";"83,0";"83,0";"77,0";"12,6";"12,7";"11,8";"1018,0";"1018,3";"1017,7";"0,9";"221,0";"2,6";"";"0,0"
"25/04/2024";"0000";"15,6";"15,8";"15,3";"78,0";"84,0";"78,0";"11,7";"12,7";"11,7";"1018,4";"1018,5";"1018,0";"1,5";"218,0";"3,2";"";"0,0"
"25/04/2024";"0100";"14,4";"15,6";"14,3";"81,0";"81,0";"77,0";"11,2";"11,8";"11,1";"1018,6";"1018,7";"1018,3";"1,6";"217,0";"3,1";"";"0,0"
"25/04/2024";"0200";"13,0";"14,4";"13,0";"88,0";"89,0";"81,0";"11,1";"11,8";"10,8";"1018,3";"1018,6";"1018,3";"1,3";"227,0";"2,8";"";"0,0"
"25/04/2024";"0300";"13,6";"13,6";"12,3";"92,0";"92,0";"88,0";"12,3";"12,3";"10,9";"1018,2";"1018,5";"1018,2";"1,3";"242,0";"2,5";"";"0,0"
"25/04/2024";"0400";"12,6";"13,7";"12,6";"91,0";"92,0";"90,0";"11,1";"12,3";"11,1";"1017,8";"1018,2";"1017,7";"0,9";"266,0";"2,8";"";"0,0"
"25/04/2024";"0500";"13,1";"13,3";"11,8";"92,0";"94,0";"91,0";"11,8";"12,1";"10,7";"1017,8";"1017,9";"1017,4";"1,5";"229,0";"2,4";"";"0,0"
"25/04/2024";"0600";"11,8";"13,1";"11,8";"94,0";"95,0";"91,0";"10,9";"11,8";"10,9";"1017,4";"1017,8";"1017,3";"0,8";"231,0";"2,4";"";"0,0"
"25/04/2024";"0700";"11,8";"12,2";"11,5";"95,0";"96,0";"94,0";"11,1";"11,4";"10,7";"1017,1";"1017,4";"1017,0";"0,8";"305,0";"2,0";"";"0,0"
"25/04/2024";"0800";"12,1";"12,8";"11,7";"94,0";"95,0";"94,0";"11,2";"12,0";"10,9";"1016,9";"1017,2";"1016,9";"0,9";"192,0";"2,4";"";"0,0"
"25/04/2024";"0900";"11,1";"12,4";"11,0";"95,0";"95,0";"94,0";"10,4";"11,6";"10,3";"1017,4";"1017,4";"1016,9";"0,9";"299,0";"1,5";"";"0,0"
"25/04/2024";"1000";"10,9";"11,7";"10,8";"96,0";"96,0";"95,0";"10,3";"11,1";"10,1";"1017,8";"1017,8";"1017,4";"0,7";"318,0";"1,5";"";"0,0"
"25/04/2024";"1100";"14,0";"14,1";"10,8";"95,0";"97,0";"94,0";"13,2";"13,6";"10,1";"1018,1";"1018,1";"1017,8";"0,6";"114,0";"1,2";"251,30";"0,0"
"25/04/2024";"1200";"18,9";"18,9";"14,0";"68,0";"95,0";"68,0";"12,9";"16,1";"12,8";"1018,4";"1018,4";"1018,0";"2,6";"66,0";"5,2";"987,10";"0,0"
"25/04/2024";"1300";"20,3";"20,4";"18,8";"62,0";"70,0";"62,0";"12,6";"13,5";"12,1";"1018,4";"1018,5";"1018,3";"3,0";"61,0";"7,5";"1651,20";"0,0"
"25/04/2024";"1400";"20,6";"21,2";"19,5";"60,0";"64,0";"58,0";"12,7";"13,3";"11,9";"1018,2";"1018,6";"1018,2";"3,1";"59,0";"7,1";"2162,20";"0,0"
"25/04/2024";"1500";"21,8";"21,8";"20,5";"62,0";"63,0";"58,0";"14,2";"14,2";"12,4";"1017,4";"1018,2";"1017,4";"3,4";"36,0";"6,6";"2511,60";"0,0"
"25/04/2024";"1600";"21,3";"22,1";"21,1";"57,0";"62,0";"53,0";"12,5";"13,9";"11,8";"1016,8";"1017,4";"1016,8";"4,8";"41,0";"8,8";"2621,90";"0,0"
"25/04/2024";"1700";"21,6";"22,2";"21,3";"59,0";"60,0";"56,0";"13,3";"14,0";"12,4";"1015,9";"1016,9";"1015,9";"4,5";"35,0";"8,8";"2502,00";"0,0"
"25/04/2024";"1800";"22,2";"22,3";"21,4";"62,0";"63,0";"59,0";"14,6";"14,6";"13,3";"1015,0";"1015,9";"1015,0";"5,1";"31,0";"9,2";"2144,10";"0,0"
"25/04/2024";"1900";"21,5";"22,4";"21,5";"68,0";"68,0";"60,0";"15,3";"15,6";"13,9";"1014,9";"1015,0";"1014,7";"4,4";"71,0";"9,2";"1656,80";"0,0"
"25/04/2024";"2000";"20,7";"21,7";"20,7";"71,0";"72,0";"67,0";"15,3";"15,5";"14,8";"1014,9";"1015,0";"1014,8";"4,6";"70,0";"8,6";"775,40";"0,0"
"25/04/2024";"2100";"20,2";"20,7";"20,2";"73,0";"73,0";"70,0";"15,3";"15,5";"14,9";"1015,2";"1015,2";"1014,8";"4,0";"73,0";"8,6";"156,10";"0,0"
"25/04/2024";"2200";"20,0";"20,2";"19,9";"75,0";"76,0";"73,0";"15,4";"15,5";"15,3";"1015,2";"1015,6";"1015,1";"4,5";"58,0";"7,5";"";"0,0"
"25/04/2024";"2300";"19,9";"20,0";"19,7";"72,0";"75,0";"72,0";"14,6";"15,4";"14,6";"1015,9";"1016,0";"1015,1";"4,0";"59,0";"7,5";"";"0,0"
"26/04/2024";"0000";"19,6";"20,0";"19,5";"74,0";"74,0";"71,0";"14,7";"14,7";"14,5";"1015,9";"1016,1";"1015,8";"3,5";"58,0";"7,8";"";"0,0"
"26/04/2024";"0100";"19,6";"19,7";"19,4";"76,0";"77,0";"73,0";"15,3";"15,3";"14,7";"1015,8";"1015,9";"1015,7";"3,7";"59,0";"7,2";"";"0,0"
"26/04/2024";"0200";"19,7";"19,8";"19,4";"78,0";"79,0";"76,0";"15,8";"15,9";"15,3";"1015,3";"1015,8";"1015,3";"3,8";"57,0";"7,7";"";"0,0"
"26/04/2024";"0300";"19,9";"19,9";"19,6";"79,0";"80,0";"78,0";"16,2";"16,2";"15,7";"1014,7";"1015,3";"1014,7";"4,8";"55,0";"8,4";"";"0,0"
"26/04/2024";"0400";"19,7";"19,9";"19,5";"83,0";"83,0";"79,0";"16,6";"16,7";"16,2";"1013,6";"1014,7";"1013,6";"3,9";"52,0";"8,3";"";"0,0"
"26/04/2024";"0500";"19,7";"19,8";"19,5";"84,0";"85,0";"83,0";"16,9";"17,0";"16,6";"1012,8";"1013,6";"1012,7";"4,2";"59,0";"8,6";"";"0,0"
"26/04/2024";"0600";"19,6";"19,9";"19,5";"86,0";"86,0";"83,0";"17,1";"17,1";"16,9";"1011,7";"1012,9";"1011,7";"3,5";"55,0";"7,8";"";"0,0"
"26/04/2024";"0700";"20,5";"20,5";"19,5";"87,0";"89,0";"86,0";"18,2";"18,2";"17,1";"1011,0";"1011,8";"1011,0";"4,5";"30,0";"7,9";"";"0,0"
"26/04/2024";"0800";"20,8";"20,8";"20,5";"88,0";"88,0";"87,0";"18,7";"18,7";"18,2";"1010,7";"1011,1";"1010,6";"4,7";"32,0";"9,8";"";"0,0"
"26/04/2024";"0900";"20,9";"20,9";"20,8";"88,0";"89,0";"88,0";"18,9";"18,9";"18,7";"1011,4";"1011,5";"1010,7";"3,7";"27,0";"9,8";"";"0,0"
"26/04/2024";"1000";"20,6";"20,9";"20,6";"90,0";"90,0";"88,0";"18,9";"19,0";"18,9";"1011,3";"1011,6";"1011,2";"2,9";"27,0";"6,7";"";"0,0"
"26/04/2024";"1100";"20,6";"20,7";"20,5";"90,0";"91,0";"90,0";"18,9";"19,0";"18,9";"1011,3";"1011,4";"1011,2";"3,9";"21,0";"7,2";"83,90";"0,0"
"26/04/2024";"1200";"21,1";"21,5";"20,6";"88,0";"90,0";"87,0";"19,1";"19,4";"18,9";"1011,6";"1011,6";"1011,2";"3,2";"11,0";"7,2";"382,80";"0,0"
"26/04/2024";"1300";"21,2";"21,3";"21,1";"87,0";"89,0";"87,0";"18,9";"19,2";"18,9";"1011,5";"1011,7";"1011,5";"3,1";"360,0";"6,8";"258,90";"0,0"
"26/04/2024";"1400";"21,2";"21,2";"20,9";"87,0";"88,0";"86,0";"18,9";"18,9";"18,6";"1010,9";"1011,5";"1010,9";"1,1";"56,0";"5,2";"187,00";"0,0"
"26/04/2024";"1500";"22,6";"22,7";"21,2";"81,0";"87,0";"80,0";"19,2";"19,5";"18,7";"1010,1";"1010,9";"1010,0";"3,2";"37,0";"5,1";"973,00";"0,0"
"26/04/2024";"1600";"23,1";"23,1";"21,9";"82,0";"85,0";"80,0";"19,8";"20,1";"18,9";"1008,5";"1010,1";"1008,5";"2,7";"27,0";"6,2";"881,00";"0,0"
"26/04/2024";"1700";"22,1";"23,2";"22,0";"85,0";"85,0";"80,0";"19,5";"19,8";"19,0";"1008,2";"1008,5";"1007,9";"4,0";"23,0";"7,6";"784,60";"0,0"
"26/04/2024";"1800";"21,9";"22,2";"21,8";"88,0";"88,0";"85,0";"19,9";"19,9";"19,5";"1008,2";"1008,5";"1007,6";"3,9";"19,0";"7,6";"278,10";"0,0"
"26/04/2024";"1900";"21,8";"21,9";"21,8";"90,0";"90,0";"88,0";"20,2";"20,2";"19,9";"1005,9";"1008,3";"1005,9";"2,5";"50,0";"6,6";"202,10";"0,0"
"26/04/2024";"2000";"21,5";"21,9";"21,5";"93,0";"93,0";"90,0";"20,2";"20,3";"20,1";"1004,7";"1006,8";"1004,5";"3,6";"91,0";"6,1";"78,00";"0,0"
"26/04/2024";"2100";"21,1";"21,7";"21,0";"96,0";"96,0";"93,0";"20,5";"20,6";"20,2";"1006,4";"1008,5";"1004,7";"1,1";"117,0";"6,9";"";"7,4"
"26/04/2024";"2200";"21,5";"21,5";"21,0";"97,0";"97,0";"96,0";"21,0";"21,0";"20,4";"1006,3";"1007,4";"1004,9";"2,2";"14,0";"5,6";"";"0,4"
"26/04/2024";"2300";"21,7";"21,8";"21,5";"96,0";"97,0";"96,0";"21,1";"21,2";"21,0";"1006,3";"1006,5";"1005,0";"2,5";"65,0";"5,6";"";"0,2"
"27/04/2024";"0000";"20,6";"21,9";"20,6";"97,0";"97,0";"96,0";"20,1";"21,3";"20,0";"1008,5";"1009,0";"1006,3";"1,8";"77,0";"7,9";"";"12,2"
"27/04/2024";"0100";"20,3";"20,7";"20,2";"98,0";"98,0";"97,0";"20,0";"20,2";"19,8";"1008,1";"1009,3";"1007,3";"2,6";"15,0";"5,0";"";"19,4"
"27/04/2024";"0200";"20,4";"20,4";"20,1";"98,0";"98,0";"98,0";"20,1";"20,1";"19,7";"1008,1";"1009,2";"1007,1";"3,5";"21,0";"8,2";"";"6,2"
"27/04/2024";"0300";"21,1";"21,3";"20,4";"97,0";"98,0";"97,0";"20,7";"20,9";"20,1";"1006,0";"1008,1";"1006,0";"4,3";"25,0";"10,0";"";"1,6"
"27/04/2024";"0400";"21,1";"21,3";"21,0";"97,0";"97,0";"97,0";"20,6";"20,8";"20,6";"1007,1";"1007,7";"1005,9";"2,4";"42,0";"8,5";"";"5,4"
"27/04/2024";"0500";"21,1";"21,2";"21,0";"98,0";"98,0";"97,0";"20,7";"20,8";"20,6";"1006,3";"1007,4";"1006,2";"3,0";"33,0";"5,9";"";"6,2"
"27/04/2024";"0600";"21,3";"21,3";"21,0";"98,0";"98,0";"98,0";"21,0";"21,0";"20,6";"1005,2";"1006,3";"1004,5";"4,1";"358,0";"8,4";"";"6,4"
"27/04/2024";"0700";"21,5";"21,5";"21,2";"98,0";"98,0";"98,0";"21,1";"21,1";"20,8";"1005,6";"1006,0";"1005,2";"1,6";"14,0";"7,1";"";"17,4"
"27/04/2024";"0800";"21,4";"21,5";"21,3";"98,0";"98,0";"98,0";"21,0";"21,1";"20,9";"1005,7";"1005,9";"1004,9";"4,0";"347,0";"8,1";"";"9,4"
"27/04/2024";"0900";"21,3";"21,6";"21,2";"97,0";"98,0";"97,0";"20,8";"21,2";"20,8";"1005,5";"1005,8";"1005,0";"3,3";"8,0";"7,7";"";"3,2"
"27/04/2024";"1000";"21,2";"21,3";"21,1";"98,0";"98,0";"97,0";"20,8";"20,8";"20,7";"1006,1";"1006,1";"1005,5";"1,0";"256,0";"5,3";"";"1,0"
"27/04/2024";"1100";"21,1";"21,2";"21,1";"98,0";"98,0";"98,0";"20,8";"20,8";"20,8";"1007,0";"1007,4";"1006,1";"1,1";"238,0";"2,9";"8,60";"1,8"
"27/04/2024";"1200";"20,3";"21,2";"20,3";"98,0";"98,0";"98,0";"20,0";"20,9";"20,0";"1007,4";"1007,5";"1005,8";"2,3";"173,0";"6,4";"16,60";"3,4"
"27/04/2024";"1300";"19,8";"20,3";"19,7";"98,0";"98,0";"98,0";"19,5";"19,9";"19,4";"1007,2";"1008,4";"1006,7";"2,0";"165,0";"8,1";"81,70";"2,4"
"27/04/2024";"1400";"20,3";"20,4";"19,8";"97,0";"98,0";"97,0";"19,9";"19,9";"19,5";"1006,5";"1007,2";"1006,5";"1,7";"157,0";"5,2";"284,10";"0,0"
"27/04/2024";"1500";"20,0";"20,4";"20,0";"96,0";"97,0";"96,0";"19,4";"19,9";"19,4";"1006,2";"1006,7";"1006,2";"1,9";"142,0";"6,1";"183,40";"1,0"
"27/04/2024";"1600";"19,4";"20,1";"19,4";"97,0";"97,0";"96,0";"19,0";"19,5";"19,0";"1005,7";"1006,9";"1005,7";"2,5";"159,0";"6,0";"71,00";"4,4"
"27/04/2024";"1700";"19,9";"20,0";"19,4";"97,0";"98,0";"97,0";"19,4";"19,6";"18,9";"1005,0";"1005,7";"1004,3";"2,2";"178,0";"6,5";"333,10";"1,6"
